X,Y,Ubicacion,Fallecidos,Graves,MenosGrave,Leve,Accidentes
-70.6908388000379,-33.5929708778943,"PEDRO SANCHO DE LA HOZ, SAN BERNARDO",0,1,0,0,1
-70.6884151515004,-33.4728382550185,"PADRE ALBERTO HURTADO & HERMANOS CARRERA, ESTACION CENTRAL",0,1,0,0,1
-70.6864103368107,-33.3736832209695,"INDEPENDENCIA & CARDENAL JOSE MARIA CARO, CONCHALI",0,0,0,1,1
-70.6879431029267,-33.4590378891396,"ARICA & NICASIO RETAMALES, ESTACION CENTRAL",0,1,0,0,1
-70.6900885220845,-33.5732858278675,"13056 GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",0,0,0,1,1
-70.68801043293,-33.4663957907868,"1366 PADRE ALBERTO HURTADO, ESTACION CENTRAL",0,0,0,1,1
-70.6877426081774,-33.4531337184717,"LIBERTADOR BERNARDO O`HIGGINS & RUIZ TAGLE, ESTACION CENTRAL",0,2,0,0,1
-70.6854825427217,-33.3601323138205,"LASANA & SAN PEDRO DE ATACAMA, HUECHURABA",0,0,0,1,1
-70.6872534162071,-33.4545381950038,"OBISPO JAVIER VASQUEZ VALENCIA & RUIZ TAGLE, ESTACION CENTRAL",0,0,0,1,1
-70.6903536897252,-33.6200133645974,"LOS SUSPIROS & CENTRAL, SAN BERNARDO",0,0,0,1,1
-70.6886864114829,-33.5516256363822,"EL PILLAN & INDIO JERONIMO, EL BOSQUE",0,0,0,1,1
-70.6893878351663,-33.5909526373774,"PEDRO SANCHO DE LA HOZ & GABRIELA MISTRAL, SAN BERNARDO",0,0,0,1,1
-70.6890805478895,-33.5967463788207,"CONDELL & CARIRRINE, SAN BERNARDO",0,0,0,0,1
-70.6874853158059,-33.5158763656913,"PRESIDENTE SALVADOR ALLENDE & SANTA ANITA, LO ESPEJO",0,0,0,1,1
-70.688532154457,-33.5713682031097,"CARDENAL JOSE MARIA CARO & GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",0,0,0,1,1
-70.68692253958,-33.4957556232924,"CENTRAL CARDENAL SILVA HENRIQUEZ & PLANO REGULADOR, PEDRO AGUIRRE CERDA",1,1,0,0,1
-70.6840681291561,-33.3519809234584,"EL GUANACO NORTE & LOS LIBERTADORES, HUECHURABA",0,0,0,1,1
-70.6859191721713,-33.4528609324103,"3606 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",0,1,0,0,1
-70.6883347547622,-33.5894429740198,"PEDRO SANCHO DE LA HOZ & BALMACEDA, SAN BERNARDO",0,1,0,0,1
-70.6855037587247,-33.4580790864105,"605 JOTABECHE, ESTACION CENTRAL",0,0,1,0,1
-70.6847691873997,-33.4328922535402,"3644 MAPOCHO, QUINTA NORMAL",0,0,0,1,1
-70.6873389817613,-33.5698423979839,"12546 GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",0,1,0,1,1
-70.6860831421054,-33.5051999974761,"ARTURO ALESSANDRI & LO OVALLE, LO ESPEJO",0,0,0,1,1
-70.6850519331068,-33.4525210155766,"LIBERTADOR BERNARDO O`HIGGINS & OBISPO MANUEL UMANA SALINAS, ESTACION CENTRAL",0,0,0,1,1
-70.6847435448645,-33.4387995241226,"3535 SANTO DOMINGO, QUINTA NORMAL",0,0,0,1,1
-70.6836930821829,-33.39052116217,"BARON DE JURAS REALES & PARRAL, CONCHALI",0,0,0,1,1
-70.6830292592138,-33.3739275221055,"5679 PRAGA, CONCHALI",1,0,0,0,1
-70.6858926893037,-33.5525204337806,"CACIQUE CARAMPANGUE & EL PILLAN, EL BOSQUE",0,0,0,1,1
-70.6843816946591,-33.4751567012601,"3502 LA UNION, ESTACION CENTRAL",0,0,0,1,1
-70.6821742127681,-33.3870156211914,"LOS ZAPADORES & CARTAGENA, CONCHALI",0,0,1,0,1
-70.681870376996,-33.3829615164132,"5000 INDEPENDENCIA, CONCHALI",0,0,0,1,1
-70.6856620482045,-33.5849884581206,"BARTOLOME DIAZ & PEDRO SANCHO DE LA HOZ, SAN BERNARDO",0,0,0,0,1
-70.6857904220342,-33.5943564057051,"COLON & MARTIN DE SOLIS, SAN BERNARDO",0,0,0,0,1
-70.6826803950506,-33.4338945840349,"ANDES & JUAN MIRANDA, QUINTA NORMAL",0,0,0,0,1
-70.6831562159496,-33.4724408522951,"3506 PEDRO AGUIRRE CERDA, ESTACION CENTRAL",0,0,0,1,1
-70.6809898625234,-33.365694403272,"LOS LIBERTADORES & LOS LIBERTADORES, HUECHURABA",0,0,0,1,1
-70.6816394311862,-33.4172881249725,"ANIBAL ZANARTU & PEDRO NOLASCO VIDAL, RENCA",0,0,0,1,1
-70.6812125927269,-33.4063006769382,"2980 BRAVO DE SARAVIA, RENCA",0,0,0,1,1
-70.6810088940752,-33.3962841567393,"3681 BARON DE JURAS REALES, CONCHALI",0,0,0,1,1
-70.68079586392,-33.3908039377778,"2374 ALMIRANTE SILVA PALMA, CONCHALI",0,0,0,1,1
-70.6848520775608,-33.600961337727,"15448 DUCAUD, SAN BERNARDO",0,0,0,1,1
-70.6839319243768,-33.5680310953717,"175 LO MARTINEZ, EL BOSQUE",0,0,0,1,1
-70.6799361937131,-33.3695865387464,"ERNESTO RIED & HUECHURABA, CONCHALI",0,0,0,1,1
-70.6813421101516,-33.4514982263201,"3435 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",0,0,0,1,1
-70.6813055277762,-33.4518323954233,"3410 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",0,1,0,0,1
-70.681379023985,-33.466783535514,"ANTOFAGASTA & SAN FRANCISCO DE BORJA, ESTACION CENTRAL",0,0,0,1,1
-70.6808138646026,-33.454228882378,"3417 5 DE ABRIL, ESTACION CENTRAL",0,0,0,2,1
-70.680423475515,-33.4345474484944,"MATUCANA & MARTINEZ DE ROZAS, QUINTA NORMAL",0,0,0,1,1
-70.6803613205162,-33.4329971582931,"MAPOCHO & MATUCANA, SANTIAGO",1,0,0,0,1
-70.6802762783843,-33.4358390474876,"MATUCANA & SAN PABLO, QUINTA NORMAL",0,1,1,1,3
-70.6805580157627,-33.4515629681244,"LIBERTADOR BERNARDO O`HIGGINS & SAN FRANCISCO DE BORJA, ESTACION CENTRAL",0,0,1,1,2
-70.6801559729344,-33.4374098461828,"ROSAS & MATUCANA, QUINTA NORMAL",0,0,0,1,1
-70.682935055675,-33.5816077585161,"584 ALONSO CORONAS, SAN BERNARDO",0,0,0,2,1
-70.6794740474864,-33.4137372261449,"PRESIDENTE EDUARDO FREI MONTALVA & DOMINGO SANTA MARIA, RENCA",0,0,0,1,1
-70.6790347917555,-33.3937046107443,"2355 TENIENTE YAVAR, CONCHALI",0,1,0,0,1
-70.6798907163617,-33.4403894486225,"MATUCANA & CATEDRAL, SANTIAGO",0,1,0,0,1
-70.6806118489726,-33.4861198481012,"YUNGAY & UNIDAD POPULAR, PEDRO AGUIRRE CERDA",0,1,0,0,1
-70.6798844042892,-33.4512203892364,"3250 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",0,0,0,1,1
-70.6814639915713,-33.5351848307283,"GOYCOLEA & TUPUNGATO, LA CISTERNA",0,0,0,1,1
-70.6798233254447,-33.4508424529457,"3363 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",0,0,0,1,1
-70.6795890329801,-33.4437122346497,"PORTALES & MATUCANA, SANTIAGO",0,0,0,1,1
-70.6789817726867,-33.4138611281839,"DOMINGO SANTA MARIA & PRESIDENTE EDUARDO FREI MONTALVA, INDEPENDENCIA",0,0,0,1,1
-70.682567925753,-33.6048701635839,"CAMINO EL MARISCAL & PADRE HURTADO, SAN BERNARDO",0,0,1,0,2
-70.6792514779595,-33.4485235069636,"28 MATUCANA, ESTACION CENTRAL",0,1,0,0,1
-70.6776416835159,-33.3721156450193,"5823 VERSALLES, CONCHALI",0,0,0,1,1
-70.6822887226187,-33.6165702728185,"PADRE HURTADO & ALMIRANTE RIVEROS, SAN BERNARDO",0,0,1,1,2
-70.6787671566805,-33.4356701072557,"3160 SAN PABLO, SANTIAGO",0,0,0,1,1
-70.6789925650064,-33.4507184350952,"LIBERTADOR BERNARDO O`HIGGINS & MATUCANA, ESTACION CENTRAL",0,1,0,0,1
-70.679906644692,-33.5075564873478,"LO OVALLE & INES DE SUAREZ, LO ESPEJO",0,0,0,1,1
-70.6795235478828,-33.4916266534182,"DEPARTAMENTAL & RANQUIL, PEDRO AGUIRRE CERDA",0,0,0,1,1
-70.6813372066032,-33.5881044136016,"EL ALARIFE & JUAN ESPINA, SAN BERNARDO",0,0,0,1,1
-70.6789666270404,-33.4666719502163,"ANTOFAGASTA & EXPOSICION, ESTACION CENTRAL",0,1,0,0,1
-70.6791794542087,-33.4799347831672,"CENTRAL NINO GARCIA & 3 SUR, PEDRO AGUIRRE CERDA",0,0,0,1,1
-70.6808406107134,-33.5808336269899,"LO BLANCO & DIEGO DE SEVILLA, SAN BERNARDO",0,0,1,1,1
-70.6805006836465,-33.5677440721897,"10554 LAS MORERAS, EL BOSQUE",0,1,0,0,1
-70.6810549167177,-33.5991011897201,"PADRE HURTADO & CONDELL, SAN BERNARDO",0,0,0,1,1
-70.6794162883233,-33.5200622344003,"7661 ACAPULCO, LO ESPEJO",0,1,0,0,1
-70.680006968953,-33.5606084886282,"DAGOBERTO GODOY & GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",0,0,0,1,1
-70.6778714157511,-33.4505983425027,"LIBERTADOR BERNARDO O`HIGGINS & CHACABUCO, ESTACION CENTRAL",0,0,0,0,1
-70.6778754219577,-33.4513648347821,"LIBERTADOR BERNARDO O`HIGGINS & EXPOSICION, ESTACION CENTRAL",0,1,0,0,1
-70.6783462800647,-33.4975494865544,"CLOTARIO BLEST & BOMBERO OSSANDON, PEDRO AGUIRRE CERDA",0,0,0,1,1
-70.6761419037634,-33.3897396129554,"4154 INDEPENDENCIA, CONCHALI",1,0,0,0,1
-70.6794555309584,-33.5766320021985,"755 CAMINO DEL INCA, EL BOSQUE",0,0,0,1,1
-70.6796898638917,-33.5937269720161,"PADRE HURTADO & BALMACEDA, SAN BERNARDO",0,0,0,2,2
-70.6765908097285,-33.4371605061227,"JUSTINIANO SOTOMAYOR & ROSAS, SANTIAGO",0,1,0,0,1
-70.6774443745242,-33.4959925475485,"CLOTARIO BLEST & DEPARTAMENTAL ANTIGUO, PEDRO AGUIRRE CERDA",0,0,0,1,1
-70.6772790902831,-33.4896550334835,"30 DE OCTUBRE & GALO GONZALEZ, PEDRO AGUIRRE CERDA",0,0,0,1,1
-70.6775065096992,-33.5042342764123,"PETROHUE & QUEMCHI, PEDRO AGUIRRE CERDA",0,1,0,0,1
-70.6753184585682,-33.3905263064304,"4025 INDEPENDENCIA, CONCHALI",0,2,0,0,1
-70.6763207607728,-33.4521975059437,"118 SAN ALFONSO, SANTIAGO",0,0,1,1,2
-70.6761835683452,-33.4584850405918,"BLANCO ENCALADA & CONFERENCIA, SANTIAGO",1,0,0,0,1
-70.6747423739812,-33.3913186741862,"INDEPENDENCIA & EL OLIVO, CONCHALI",0,0,0,1,1
-70.6756218412807,-33.4499794606776,"LIBERTADOR BERNARDO O`HIGGINS & MAIPU, SANTIAGO",0,0,0,1,1
-70.6776703839847,-33.566222354387,"11941 STRAUSS, EL BOSQUE",0,0,0,1,1
-70.6743558722366,-33.396951295109,"FERMIN VIVACETA & SANTA INES, CONCHALI",0,2,0,0,1
-70.6763862510377,-33.5047544582387,"CLUB HIPICO & PETROHUE, PEDRO AGUIRRE CERDA",0,0,0,1,1
-70.6749306932273,-33.4324934688123,"MAPOCHO & LIBERTAD, SANTIAGO",0,1,0,0,1
-70.6767552481304,-33.5422827938718,"500 LO ESPEJO, EL BOSQUE",0,0,0,1,1
-70.6738536834052,-33.3993569321035,"ROMA & PRIMAVERA, CONCHALI",1,0,0,0,1
-70.6767435551444,-33.5561707727576,"10527 GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",0,0,0,3,1
-70.6734705291861,-33.3933920033067,"TENIENTE PONCE & INDEPENDENCIA, CONCHALI",0,1,0,1,2
-70.673417267815,-33.4001474093144,"2990 PRIMAVERA, CONCHALI",0,0,0,1,1
-70.674292024898,-33.449636700764,"LIBERTADOR BERNARDO O`HIGGINS & UNION AMERICANA, SANTIAGO",0,0,0,1,1
-70.6762217998098,-33.5559253344501,"10470 GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",0,0,2,0,1
-70.6755190751848,-33.5195198310803,"JOSE JOAQUIN PRIETO VIAL & PRESIDENTE SALVADOR ALLENDE, LO ESPEJO",0,0,1,0,1
-70.6741766521274,-33.4503506969494,"37 UNION AMERICANA, SANTIAGO",0,0,0,0,1
-70.6733675648269,-33.4087695404938,"NUEVA DE MATTE & GRUMETE PANTALEON CORTES, INDEPENDENCIA",0,0,0,1,1
-70.6767020965313,-33.5824408806947,"LO BLANCO & LOS MORROS, SAN BERNARDO",0,0,0,2,1
-70.6759243144859,-33.5460996728027,"451 DOMINGO GOMEZ ROJAS, EL BOSQUE",0,0,0,1,1
-70.6738399256552,-33.4445835921975,"LIBERTAD & MONEDA, SANTIAGO",0,0,0,1,1
-70.6750752966584,-33.5099035067038,"1927 PASAJE 32, LO ESPEJO",0,0,1,0,1
-70.6759148606223,-33.5550908115369,"10375 GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",0,0,0,1,1
-70.6760775042463,-33.5657389280382,"CLAUDIO ARRAU & LOS ABEDULES, EL BOSQUE",0,0,0,1,1
-70.6738187994453,-33.4496430914022,"LIBERTADOR BERNARDO O`HIGGINS & RODULFO PHILLIPPI, SANTIAGO",1,0,0,0,1
-70.6724546662957,-33.3790846566057,"CARDENAL JOSE MARIA CARO & PEDRO FONTOVA, CONCHALI",1,0,0,0,1
-70.675957840705,-33.5801694047165,"VECINAL & LOS MORROS, EL BOSQUE",0,1,0,0,1
-70.6745549893606,-33.5175398692177,"7125 JOSE JOAQUIN PRIETO VIAL, LO ESPEJO",1,0,0,0,1
-70.6753424398115,-33.5594723186942,"210 OBSERVATORIO, EL BOSQUE",0,1,0,0,1
-70.6756195061599,-33.5788303012343,"12800 LOS MORROS, EL BOSQUE",0,1,0,0,1
-70.6757200881248,-33.5946194869267,"VOLCAN MAIPO & BALMACEDA, SAN BERNARDO",0,0,0,0,1
-70.6728427005195,-33.4492324116976,"LIBERTADOR BERNARDO O`HIGGINS & LIBERTAD, SANTIAGO",0,0,0,1,1
-70.6742826809285,-33.5319003700914,"INDUSTRIA & PEDRO AGUIRRE CERDA, LA CISTERNA",0,0,0,2,2
-70.67250641939,-33.4395604069592,"CUETO & CATEDRAL, SANTIAGO",0,0,0,1,1
-70.6711133088432,-33.3713379646798,"PEDRO FONTOVA & AMERICO VESPUCIO, CONCHALI",0,0,0,1,1
-70.6750457602567,-33.5770164279217,"NUEVO HORIZONTE & LOS MORROS, EL BOSQUE",0,0,0,1,1
-70.6710775153217,-33.3722763510851,"PEDRO FONTOVA & HUECHURABA, CONCHALI",0,0,0,1,1
-70.6725340243755,-33.4510853087836,"ABATE MOLINA & SALVADOR SANFUENTES, SANTIAGO",0,0,1,0,1
-70.6713865310175,-33.3962879089981,"INDEPENDENCIA & NEGRETE, CONCHALI",0,1,0,0,1
-70.6730545885897,-33.4871329628184,"4331 CLOTARIO BLEST, PEDRO AGUIRRE CERDA",1,0,0,0,1
-70.6713876846212,-33.4014012556344,"FERMIN VIVACETA & REINA MARIA, INDEPENDENCIA",0,0,0,2,1
-70.6705774381796,-33.3612987702945,"PEDRO FONTOVA & EL SAUCE, HUECHURABA",0,0,0,1,1
-70.6706241944786,-33.364869397493,"6426 PEDRO FONTOVA, HUECHURABA",0,0,0,1,1
-70.6725269154672,-33.4652800425436,"19 BASCUNAN GUERRERO, SANTIAGO",0,1,0,0,1
-70.6723402452619,-33.4555609509419,"ABATE MOLINA & TOESCA, SANTIAGO",0,0,0,1,1
-70.6732057700737,-33.5017042431464,"CARELMAPU & MANUELA ERRAZURIZ, PEDRO AGUIRRE CERDA",0,0,0,1,1
-70.6722544991866,-33.456698400668,"ABATE MOLINA & CLAUDIO GAY, SANTIAGO",0,1,0,1,2
-70.6749852895815,-33.6006444473564,"CONDELL & SANTA MERCEDES, SAN BERNARDO",0,0,0,2,2
-70.67403300611,-33.5597154885269,"OBSERVATORIO & SEGUNDA TRANSVERSAL, EL BOSQUE",0,1,0,0,1
-70.6716135846547,-33.4350723543441,"2460 SAN PABLO, SANTIAGO",0,0,0,1,1
-70.6713225552702,-33.432235535412,"MAPOCHO & GENERAL BULNES, SANTIAGO",0,0,0,2,1
-70.6713613728645,-33.4443555038097,"2534 MONEDA, SANTIAGO",0,0,0,1,1
-70.6709668285105,-33.4349999080494,"SAN PABLO & GENERAL BULNES, SANTIAGO",0,1,0,0,1
-70.6698730957257,-33.392484536638,"TENIENTE PONCE & PEDRO FONTOVA, CONCHALI",0,0,0,1,1
-70.672010928562,-33.5089799737636,"LOS ALELIES & LAS ILUSIONES, PEDRO AGUIRRE CERDA",0,0,0,1,1
-70.6702338477502,-33.4197599409229,"351 SALOMON SACK, INDEPENDENCIA",0,0,0,1,1
-70.6726291263311,-33.5511492723044,"GENERAL KORNER & GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",0,0,0,2,2
-70.6729024809726,-33.568676682765,"LOS MORROS & LOS GUINDOS, EL BOSQUE",2,0,1,2,1
-70.6695781874864,-33.3978634025779,"INDEPENDENCIA & DORSAL, CONCHALI",0,1,0,0,1
-70.6695248637844,-33.42261023568,"CARLOS MEDINA & GAMERO, INDEPENDENCIA",0,0,0,1,1
-70.6720193790926,-33.5541605274075,"ALEJANDRO GUZMAN & MELANIA, EL BOSQUE",0,0,0,1,1
-70.6687129501986,-33.3824086732587,"4784 CARDENAL JOSE MARIA CARO, CONCHALI",1,0,0,0,1
-70.669477124544,-33.4291040132705,"RICARDO CUMMING & PRESIDENTE BALMACEDA, SANTIAGO",0,0,0,1,1
-70.6723353825032,-33.5800470778946,"VECINAL SUR & PENABLANCA, EL BOSQUE",0,0,0,1,1
-70.6713066127632,-33.5305698275198,"BRISAS DEL MAIPO & LA PAZ, LA CISTERNA",0,0,0,1,1
-70.6695521128991,-33.445371886293,"ERASMO ESCALA & GENERAL BULNES, SANTIAGO",0,0,0,2,2
-70.6692123777418,-33.4321286867929,"MAPOCHO & RICARDO CUMMING, SANTIAGO",0,0,0,1,1
-70.6717029927279,-33.5645716431686,"PADRE HURTADO & SANTA ELENA, EL BOSQUE",0,0,0,1,1
-70.6702496893671,-33.4923923204023,"2501 LA MARINA, PEDRO AGUIRRE CERDA",0,0,0,1,1
-70.6690507608149,-33.4337992356832,"RICARDO CUMMING & MARTINEZ DE ROZAS, SANTIAGO",0,0,0,1,1
-70.6703911857938,-33.5087222672048,"MELINKA & JOSE JOAQUIN PRIETO VIAL, PEDRO AGUIRRE CERDA",1,0,0,1,1
-70.6710940472365,-33.5491770120257,"GRAN AVENIDA JOSE MIGUEL CARRERA & VICTOR PLAZA MAYORGA, EL BOSQUE",0,1,0,1,2
-70.6692615998961,-33.4537897898717,"ESPANA & GORBEA, SANTIAGO",0,0,0,1,1
-70.6685509332267,-33.439153773453,"CATEDRAL & RICARDO CUMMING, SANTIAGO",0,0,0,1,1
-70.6684758982518,-33.440291079754,"RICARDO CUMMING & COMPANIA DE JESUS, SANTIAGO",0,0,0,2,1
-70.6696739901,-33.5033300743898,"REUMEN & CARELMAPU, PEDRO AGUIRRE CERDA",0,0,0,1,1
-70.6676327984197,-33.3995850053823,"INDEPENDENCIA & CANETE, INDEPENDENCIA",0,1,0,0,1
-70.6683555077006,-33.4480483695338,"LIBERTADOR BERNARDO O`HIGGINS & REPUBLICA, SANTIAGO",0,0,0,1,1
-70.6708442794986,-33.583737562397,"LO BLANCO & PASO DRAKE, SAN BERNARDO",0,1,0,0,2
-70.6700272229001,-33.5480280777629,"9644 GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",0,0,0,1,1
-70.6701445106079,-33.5546818341782,"349 ALEJANDRO GUZMAN, EL BOSQUE",0,0,0,1,1
-70.6663841881001,-33.3764157369729,"EL MERCURIO & DEL GRANITO, CONCHALI",1,0,0,0,1
-70.6677798242806,-33.4511313269032,"REPUBLICA & SAZIE, SANTIAGO",0,0,0,1,1
-70.6697705234258,-33.5576357885035,"PADRE HURTADO & JORGE LUCO, EL BOSQUE",0,1,0,0,1
-70.6677491418294,-33.4545857141603,"2345 TOESCA, SANTIAGO",0,0,0,1,1
-70.6663520874374,-33.3837480537283,"DIEGO SILVA HENRIQUEZ & MERCEDES FONTECILLA, CONCHALI",0,1,0,1,1
-70.6689475047901,-33.53892535405,"GOYCOLEA & ROSARIO DE SANTA FE, LA CISTERNA",0,0,0,1,1
-70.6667105383086,-33.422224233645,"EL PINO & GAMERO, INDEPENDENCIA",0,0,0,1,1
-70.6681376135534,-33.5040451716951,"JOSE JOAQUIN PRIETO VIAL & CARELMAPU, PEDRO AGUIRRE CERDA",0,0,0,1,1
-70.6692875190128,-33.5650010429356,"SANTA ELENA & LOS LITRES, EL BOSQUE",0,0,0,1,1
-70.6668052333066,-33.4401151504893,"MATURANA & COMPANIA DE JESUS, SANTIAGO",0,0,1,0,1
-70.6689964809412,-33.554913753729,"ALEJANDRO GUZMAN & PADRE HURTADO, EL BOSQUE",0,0,0,2,1
-70.6683597151438,-33.5240263505664,"EL PARRON & PAZ, LA CISTERNA",0,1,0,0,1
-70.6663690757044,-33.4336188667948,"MARTINEZ DE ROZAS & GENERAL BAQUEDANO, SANTIAGO",0,0,0,1,1
-70.6681800379708,-33.5455008673728,"GRAN AVENIDA JOSE MIGUEL CARRERA & RIQUELME, EL BOSQUE",0,0,0,1,1
-70.6685225224501,-33.5722708930434,"1712 LO MARTINEZ, EL BOSQUE",0,0,0,3,1
-70.6676360270292,-33.5340011089136,"291 PEDRO AGUIRRE CERDA, LA CISTERNA",0,0,0,1,1
-70.6678203693965,-33.5458393829275,"69 RIQUELME, EL BOSQUE",0,0,0,2,1
-70.667430143229,-33.5361772441803,"AMERICO VESPUCIO & PAULINA, LA CISTERNA",0,0,0,1,1
-70.6679124463791,-33.5719183958054,"11678 LOS ROBLES, EL BOSQUE",0,0,0,1,1
-70.6649523161219,-33.4219502486816,"GAMERO & FIDEL MONJE, INDEPENDENCIA",0,0,0,1,1
-70.6649066613324,-33.4347657918607,"BRASIL & SAN PABLO, SANTIAGO",0,0,0,1,1
-70.6650283441071,-33.4540811985083,"CLUB HIPICO & TOESCA, SANTIAGO",0,0,0,1,1
-70.6636793338812,-33.3839552655452,"1296 DIEGO SILVA HENRIQUEZ, CONCHALI",0,0,0,2,1
-70.6648203429998,-33.4460126861864,"32 BRASIL, SANTIAGO",0,0,0,1,1
-70.6666019229336,-33.543520108044,"GRAN AVENIDA JOSE MIGUEL CARRERA & TRINIDAD RAMIREZ, LA CISTERNA",0,0,0,1,1
-70.6649358469174,-33.4571215782132,"BLANCO ENCALADA & CLUB HIPICO, SANTIAGO",0,0,0,1,1
-70.6647189748258,-33.4491523888962,"SALVADOR SANFUENTES & ALMIRANTE LATORRE, SANTIAGO",0,0,1,1,2
-70.6663634795452,-33.5383920218864,"120 OSSA, LA CISTERNA",0,0,0,1,1
-70.6645891766388,-33.446863503431,"BRASIL & LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",0,0,0,0,1
-70.6667263631036,-33.5673802590955,"LOS RAULIES & EL CONQUISTADOR, EL BOSQUE",0,0,0,1,1
-70.6648377511894,-33.4705600148483,"2130 GENERAL RONDIZZONI, SANTIAGO",0,1,0,0,1
-70.6633711367943,-33.4038898327955,"INDEPENDENCIA & EINSTEIN, INDEPENDENCIA",0,0,0,1,1
-70.662914440092,-33.3799162958747,"PRINCIPAL CAPITAN IGNACIO CARRERA PINTO & MERCEDES, CONCHALI",0,0,0,2,1
-70.6661779723842,-33.5674327342111,"858 EL CONQUISTADOR, EL BOSQUE",0,0,0,1,1
-70.6640198556344,-33.4570436965882,"BLANCO ENCALADA & ALMIRANTE LATORRE, SANTIAGO",0,0,0,2,2
-70.6632113179026,-33.4203232684523,"957 FERMIN VIVACETA, INDEPENDENCIA",0,0,0,1,1
-70.6625188197177,-33.3839798381496,"DIEGO SILVA HENRIQUEZ & ZARAGOZA, CONCHALI",0,0,0,1,1
-70.6662823782091,-33.5812740360067,"OCEANO ATLANTICO & VECINAL SUR, EL BOSQUE",0,0,1,0,1
-70.6634850844565,-33.4397449033357,"1892 COMPANIA DE JESUS, SANTIAGO",0,1,0,0,1
-70.6638976030346,-33.4737290083499,"2136 PEDRO MONTT, SANTIAGO",0,0,0,1,1
-70.6649958679035,-33.5400787707144,"GOYCOLEA & GRAN AVENIDA JOSE MIGUEL CARRERA, LA CISTERNA",1,1,0,1,2
-70.6618227771488,-33.3739517725437,"4790 GUANACO NORTE, HUECHURABA",1,1,0,0,1
-70.6652157218367,-33.5610789317913,"LOS RAULIES & OBSERVATORIO, EL BOSQUE",0,0,1,0,1
-70.6630719096265,-33.4524751653162,"GORBEA & JOSE MIGUEL CARRERA, SANTIAGO",0,0,0,1,1
-70.662686820147,-33.435679366973,"729 ALMIRANTE BARROSO, SANTIAGO",0,0,0,1,1
-70.66193954523,-33.3964689309502,"ARAGUAYAS & DORSAL, CONCHALI",0,0,0,1,1
-70.6654540039671,-33.584703026866,"LO BLANCO & GENERAL SILVA, EL BOSQUE",0,0,0,1,1
-70.6644213512608,-33.5370744502093,"GRAN AVENIDA JOSE MIGUEL CARRERA & AMERICO VESPUCIO, LA CISTERNA",0,1,0,2,3
-70.6626119218301,-33.4464120711206,"LIBERTADOR BERNARDO O`HIGGINS & CIENFUEGOS, SANTIAGO",0,0,0,0,1
-70.6624079775128,-33.438541888223,"ALMIRANTE BARROSO & CATEDRAL, SANTIAGO",0,1,0,0,1
-70.6625035977896,-33.4469365810651,"LIBERTADOR BERNARDO O`HIGGINS & VERGARA, SANTIAGO",0,0,0,1,1
-70.6644855080076,-33.5611969715952,"981 OBSERVATORIO, EL BOSQUE",0,0,0,1,1
-70.6631358785871,-33.5003067709665,"MONJA ALFEREZ & TRISTAN MATTA, SAN MIGUEL",0,1,0,0,1
-70.6620408586564,-33.4497474542481,"SAZIE & VERGARA, SANTIAGO",0,0,0,1,1
-70.6632392272677,-33.5332666590552,"GRAN AVENIDA JOSE MIGUEL CARRERA & LAS BRISAS, LA CISTERNA",0,1,0,1,1
-70.6616569141492,-33.4521785035296,"GORBEA & VERGARA, SANTIAGO",0,0,0,0,1
-70.6631740027969,-33.5326723398887,"GRAN AVENIDA JOSE MIGUEL CARRERA & NUEVA 1, LA CISTERNA",0,0,0,1,1
-70.6615315339312,-33.4467331757572,"LIBERTADOR BERNARDO O`HIGGINS & EJERCITO LIBERTADOR, SANTIAGO",0,0,0,2,2
-70.660441383448,-33.3911862298045,"GENERAL GAMBINO & RIO MADEIRA, CONCHALI",0,1,0,0,1
-70.6604322883637,-33.3924038226645,"3544 GENERAL GAMBINO, CONCHALI",0,1,0,0,1
-70.6603209719476,-33.3933341976367,"URMENETA & GENERAL GAMBINO, CONCHALI",0,0,0,2,2
-70.6606884599528,-33.4459598862698,"LIBERTADOR BERNARDO O`HIGGINS & MANUEL RODRIGUEZ, SANTIAGO",0,0,0,1,1
-70.660757354827,-33.4507025516697,"GRAJALES & EJERCITO LIBERTADOR, SANTIAGO",0,0,0,1,1
-70.6632757855503,-33.5851742141943,"SAN FRANCISCO & LO BLANCO, SAN BERNARDO",0,1,0,0,1
-70.6628139206213,-33.5644659478191,"LOS SAUCES & LOS MIMBRES, EL BOSQUE",0,0,1,0,1
