X,Y,Ubicacion,Fallecidos,Graves,MenosGrave,Leve,Accidentes
-70.7280463320719,-33.4505854046849,"GENERAL JUAN BUENDIA & DORSAL, LO PRADO",0,0,0,0,1
-70.7263555644856,-33.3657210112215,"612 MANUEL ANTONIO MATTA, QUILICURA",0,1,0,0,1
-70.7271151176868,-33.4144537273537,"COSTANERA SUR & LAS LUMAS, CERRO NAVIA",0,0,0,0,1
-70.7268348976318,-33.4290850561223,"6645 JOSE JOAQUIN PEREZ, CERRO NAVIA",0,1,0,0,1
-70.7270194030583,-33.4476237413409,"470 GENERAL JUAN BUENDIA, LO PRADO",0,0,1,1,1
-70.7262146563491,-33.4292650367234,"6598 JOSE JOAQUIN PEREZ, CERRO NAVIA",0,1,0,0,1
-70.7256634523826,-33.4204349312822,"SALVADOR GUTIERREZ & HERNAN DOMEYKO, CERRO NAVIA",0,1,0,2,2
-70.7249558795075,-33.4357665907224,"1138 LAS LILAS, CERRO NAVIA",0,1,0,0,1
-70.7230504503707,-33.3964919573999,"FRUTILLAR & MANUEL RODRIGUEZ, RENCA",0,0,0,2,1
-70.7236095053216,-33.4296890562375,"6371 JOSE JOAQUIN PEREZ, CERRO NAVIA",0,0,0,2,1
-70.7234239466096,-33.4442378769024,"814 NEPTUNO, LO PRADO",0,0,0,1,1
-70.7233768435613,-33.4456633943765,"NEPTUNO & REINA MAUD, LO PRADO",0,0,0,1,2
-70.7233056506078,-33.444239521374,"NEPTUNO & SAN PABLO, LO PRADO",0,0,0,1,1
-70.7232398773219,-33.4441773088255,"6189 SAN PABLO, LO PRADO",0,0,0,1,1
-70.7236385881364,-33.4686739503257,"LAS PARCELAS & CURACAVI, ESTACION CENTRAL",0,0,1,0,1
-70.7226888254118,-33.4320826390007,"1326 SOFANOR PARRA, CERRO NAVIA",0,1,0,0,1
-70.7229383299273,-33.4517747528455,"NEPTUNO & DORSAL, LO PRADO",0,0,0,2,2
-70.7208795470005,-33.3599802983345,"LOS EUROPEOS & LO CRUZAT, QUILICURA",0,0,0,0,1
-70.7208355176792,-33.3588355927483,"LO CRUZAT & LOS AMERINDIOS, QUILICURA",0,0,0,1,1
-70.722279456767,-33.4385813815481,"NEPTUNO & 9 DE JULIO, CERRO NAVIA",0,1,0,0,1
-70.7216452614432,-33.4211761588546,"6386 SALVADOR GUTIERREZ, CERRO NAVIA",1,0,0,0,1
-70.7211173345707,-33.4015058466234,"JOSE MANUEL BALMACEDA & MANUEL RODRIGUEZ, RENCA",0,0,0,1,1
-70.720245455446,-33.3681686233337,"CARAMPANGUE & OSVALDO LIRA, QUILICURA",0,0,0,0,1
-70.7222567208917,-33.4733374765287,"LO ERRAZURIZ & SANTA CORINA, MAIPU",0,0,0,1,1
-70.7210555199448,-33.4125449476713,"COSTANERA SUR & CARRASCAL, CERRO NAVIA",0,0,0,1,1
-70.7205945106356,-33.406617387864,"JOSE MIGUEL INFANTE & CALLE 6, RENCA",0,1,0,0,1
-70.7218739556292,-33.473027162822,"SANTA CORINA & 5 DE ABRIL, ESTACION CENTRAL",0,1,0,1,2
-70.7210195547133,-33.4341529369368,"VICUNA ROZAS & NEPTUNO, CERRO NAVIA",0,0,0,2,1
-70.7195864941236,-33.3669061849946,"MANUEL ANTONIO MATTA & LAS TORRES, QUILICURA",0,0,0,1,1
-70.7211319097696,-33.4725054044347,"CURACAVI & 5 DE ABRIL, ESTACION CENTRAL",0,2,0,1,2
-70.7187895203357,-33.3701006589244,"433 LAS AGUILAS, QUILICURA",0,0,0,0,1
-70.7199500107485,-33.4328240751236,"NEPTUNO & TRANSITO, QUINTA NORMAL",0,1,0,0,1
-70.7196113683433,-33.418381694499,"6280 SARA GAJARDO, CERRO NAVIA",0,1,0,0,1
-70.7200595934363,-33.4721505516968,"5 DE ABRIL & LUIS INFANTE CERDA, ESTACION CENTRAL",0,0,0,1,1
-70.7189577855664,-33.4255962624814,"NEPTUNO & MAPOCHO, CERRO NAVIA",0,0,1,0,1
-70.7181201557189,-33.4016375763162,"1497 GENERAL VELASQUEZ, RENCA",0,0,0,1,1
-70.7166260336674,-33.3305314398425,"PRESIDENTE EDUARDO FREI MONTALVA & EL JUNCAL, QUILICURA",0,1,0,0,1
-70.7179680237828,-33.4217592257415,"NEPTUNO & SALVADOR GUTIERREZ, CERRO NAVIA",0,0,0,1,1
-70.7186224784402,-33.456587212063,"GENERAL OSCAR BONILLA & MINISTRO GANA, LO PRADO",0,0,0,1,1
-70.7188430605887,-33.471031152151,"5 DE ABRIL & 7 DE OCTUBRE, ESTACION CENTRAL",0,0,1,0,1
-70.7186207130656,-33.4712145978293,"4937 5 DE ABRIL, ESTACION CENTRAL",0,1,0,1,1
-70.7152610893316,-33.3721334853803,"RAMON ROSALES & ZAPALLAR, QUILICURA",0,1,0,0,1
-70.7158583168491,-33.4151059719078,"NEPTUNO & CARRASCAL, QUINTA NORMAL",0,1,1,0,2
-70.7158385937618,-33.4250352446664,"5920 PADRE TADEO, QUINTA NORMAL",0,1,0,1,1
-70.7146177708498,-33.3700230904783,"AMBROSIO O`HIGGINS & LOS CONDORES, QUILICURA",0,0,0,1,1
-70.7156514405563,-33.4308274896958,"SAMUEL IZQUIERDO & RIO BAKER, QUINTA NORMAL",0,0,0,2,1
-70.7155375417606,-33.4250394098516,"NEUQUEN & PADRE TADEO, QUINTA NORMAL",0,0,0,1,1
-70.7175150836374,-33.5579563853461,"CHENA & LAS ACACIAS, SAN BERNARDO",0,0,0,1,1
-70.7149181614594,-33.4279969147364,"SAMUEL IZQUIERDO & COMANDANTE CHACON, QUINTA NORMAL",0,1,0,0,1
-70.7136943314464,-33.3667802610144,"MANUEL ANTONIO MATTA & LO CAMPINO, QUILICURA",0,0,0,1,1
-70.7142599110791,-33.40216894578,"JOSE MANUEL BALMACEDA & FRANCISCO ERRAZURIZ, RENCA",0,0,0,1,1
-70.7147954455511,-33.4321469626077,"JOSE JOAQUIN PEREZ & VENUS, QUINTA NORMAL",0,1,0,0,1
-70.7142825318089,-33.4115295098755,"BRISAS DEL RIO & SANTA EDELMIRA, QUINTA NORMAL",0,0,0,1,1
-70.7140306868969,-33.4266203886978,"5730 MAPOCHO, QUINTA NORMAL",0,0,1,0,1
-70.7137128069827,-33.4224854452255,"SALVADOR GUTIERREZ & SAMUEL IZQUIERDO, QUINTA NORMAL",0,0,0,1,1
-70.7128544631359,-33.4390095484406,"NECOCHEA & 9 DE JULIO, LO PRADO",0,1,0,1,1
-70.7104110624825,-33.3445414287607,"9160 PRESIDENTE EDUARDO FREI MONTALVA, QUILICURA",0,0,0,1,1
-70.7117976651727,-33.4164156104049,"SAMUEL IZQUIERDO & CARRASCAL, QUINTA NORMAL",0,1,0,2,3
-70.7120514185393,-33.4326267709145,"JOSE JOAQUIN PEREZ & LO AMPUERO, QUINTA NORMAL",0,0,0,1,1
-70.7120794199857,-33.4362426636995,"VICUNA ROZAS & MAXIMILIANO IBANEZ, QUINTA NORMAL",0,0,0,1,1
-70.7102576074672,-33.4031350279884,"4420 JOSE MANUEL BALMACEDA, RENCA",0,0,0,1,1
-70.7103369462321,-33.4422728004881,"SAN PABLO & TALCAHUANO, LO PRADO",0,0,0,1,1
-70.7095910565839,-33.4047855281017,"NICANOR FAJARDO & DOMINGO SANTA MARIA, RENCA",0,0,0,0,1
-70.7105840537741,-33.4669069202084,"5 DE ABRIL & LOS DURAZNOS, ESTACION CENTRAL",0,0,0,1,1
-70.7091016882799,-33.4204207908927,"PROFESOR FUENTES MATURANA & CATAMARCA, QUINTA NORMAL",0,1,0,0,1
-70.7114177034889,-33.5671941042654,"LA VARA & PRESIDENTE JORGE ALESSANDRI RODRIGUEZ, SAN BERNARDO",1,0,0,0,1
-70.7114147146188,-33.6003261162804,"NOGALES & MAIPU, SAN BERNARDO",0,1,0,0,1
-70.7083105274589,-33.4683901970506,"5935 LANCEROS DEL REY, ESTACION CENTRAL",0,0,0,1,1
-70.7071973007005,-33.4324592275167,"SERGIO VALDOVINOS & JOSE JOAQUIN PEREZ, QUINTA NORMAL",0,0,0,1,1
-70.7076761634466,-33.457992025819,"LIBERTADOR BERNARDO O`HIGGINS & LOS ALERCES, ESTACION CENTRAL",0,0,0,2,1
-70.7073316055093,-33.441511609526,"SAN PABLO & LAS REJAS NORTE, LO PRADO",0,0,0,1,1
-70.7073310542775,-33.4453262945989,"665 LAS REJAS NORTE, LO PRADO",0,1,0,0,1
-70.7071667028288,-33.4396831950642,"9 DE JULIO & SERGIO VALDOVINOS, LO PRADO",0,0,0,0,1
-70.7050129652036,-33.3310972541107,"500 SAN IGNACIO, QUILICURA",0,0,0,1,1
-70.7074217427488,-33.4653182489033,"5 DE ABRIL & MIGUEL DE CERVANTES, ESTACION CENTRAL",0,0,0,1,1
-70.7062092370792,-33.4066988583987,"LAUTARO & COSTANERA NORTE, RENCA",0,0,0,0,1
-70.7066287280788,-33.4292385504041,"SERGIO VALDOVINOS & CONSUL POINSETT, QUINTA NORMAL",0,1,0,0,1
-70.7074787666456,-33.4759047287581,"LUIS INFANTE CERDA & QUENUIR, ESTACION CENTRAL",0,1,0,0,1
-70.7056084876703,-33.4040196956508,"ESTRECHO DE MAGALLANES & JOSE MANUEL BALMACEDA, RENCA",0,0,1,0,1
-70.7062840598477,-33.4413005773662,"5144 SAN PABLO, QUINTA NORMAL",0,1,0,0,1
-70.7060724780561,-33.4321410372779,"1512 INGENIERO LLOYD, QUINTA NORMAL",0,0,0,0,1
-70.706333751824,-33.4520765798154,"LAS REJAS NORTE & PERU, LO PRADO",0,1,0,0,1
-70.7057860888094,-33.4241007669261,"SALVADOR GUTIERREZ & JUJUY, QUINTA NORMAL",0,0,0,1,1
-70.7062175712248,-33.4576784420714,"6062 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",1,0,0,0,1
-70.708378050787,-33.5731158277313,"1747 LO BLANCO, SAN BERNARDO",0,2,0,0,1
-70.705363742169,-33.4195523936273,"5561 CARRASCAL, QUINTA NORMAL",0,2,0,0,1
-70.708559920252,-33.5845300639839,"BALMACEDA & LA PLATA, SAN BERNARDO",0,0,0,1,1
-70.7051887666358,-33.4271030168546,"SALTA & PADRE TADEO, QUINTA NORMAL",0,0,0,1,1
-70.7046206123975,-33.4035372733955,"1337 BLANCO ENCALADA, RENCA",0,0,0,1,1
-70.7046433261782,-33.4052504205699,"4112 DOMINGO SANTA MARIA, RENCA",0,1,0,0,1
-70.7055834853467,-33.4571641172482,"LAS REJAS NORTE & LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",0,0,1,1,2
-70.705556514839,-33.4574350324193,"LAS REJAS SUR & LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",1,0,0,0,1
-70.705243863097,-33.4634454096716,"CAMILO HENRIQUEZ & LAS REJAS SUR, ESTACION CENTRAL",0,1,0,0,1
-70.7052486456774,-33.4642389390279,"691 LAS REJAS SUR, ESTACION CENTRAL",0,1,0,0,1
-70.704404216981,-33.4243812945966,"SALVADOR GUTIERREZ & SALTA, QUINTA NORMAL",0,0,0,1,1
-70.7050603211122,-33.4645120738689,"LAS REJAS SUR & 5 DE ABRIL, ESTACION CENTRAL",1,0,0,3,5
-70.7029819599567,-33.3608674352957,"PRESIDENTE EDUARDO FREI MONTALVA, QUILICURA",0,0,0,1,1
-70.7049367128829,-33.4647933362891,"5860 5 DE ABRIL, ESTACION CENTRAL",0,0,0,2,1
-70.7049658737212,-33.4673811368171,"1171 LAS REJAS SUR, ESTACION CENTRAL",0,0,1,0,1
-70.7076382199105,-33.6039133441449,"FREIRE & MAESTRANZA, SAN BERNARDO",0,0,0,1,1
-70.7039894502097,-33.4284722295703,"RADAL & MAPOCHO, QUINTA NORMAL",0,0,1,1,2
-70.704691862746,-33.4687736970495,"LAS REJAS SUR & RIO QUETRO, ESTACION CENTRAL",0,0,0,1,1
-70.7064336825715,-33.5629974229869,"MIGUEL DE UNAMUNO & ARTURO GORDON, SAN BERNARDO",0,0,0,1,1
-70.7031586637196,-33.3991474480332,"4077 LAS MARGARITAS, RENCA",0,0,0,0,1
-70.7033751865535,-33.426208088054,"RADAL & ALSINO, QUINTA NORMAL",0,1,0,0,1
-70.7065802493515,-33.5961634975292,"SAN JOSE & EYZAGUIRRE, SAN BERNARDO",0,0,0,1,1
-70.7063006874833,-33.5912706061536,"LIBERTADOR BERNARDO O`HIGGINS & URMENETA, SAN BERNARDO",0,0,0,1,1
-70.7029259208253,-33.4246811675412,"SALVADOR GUTIERREZ & RADAL, QUINTA NORMAL",0,1,0,3,3
-70.7062385891702,-33.5952303440337,"644 EYZAGUIRRE, SAN BERNARDO",0,0,0,1,1
-70.7038165318313,-33.4735292656451,"LAS REJAS SUR & COYHAIQUE, ESTACION CENTRAL",0,0,0,0,1
-70.7010949802881,-33.3417655298853,"LAUTARO & GALVARINO, QUILICURA",0,0,0,1,1
-70.7033968954191,-33.4641832405775,"5 DE ABRIL & GUADAL, ESTACION CENTRAL",0,0,0,2,1
-70.70615096675,-33.6126632285154,"MATEO DE TORO Y ZAMBRANO & BARROS ARANA, SAN BERNARDO",0,0,0,0,1
-70.7056854296563,-33.5895746970758,"URMENETA & COLON, SAN BERNARDO",0,0,0,1,1
-70.7026232142676,-33.4367155704215,"MARTINEZ DE ROZAS & BUTAMALLIN, QUINTA NORMAL",0,1,0,0,1
-70.7027667504862,-33.4473640466333,"482 RADAL, QUINTA NORMAL",0,0,0,1,1
-70.7025431191559,-33.4403239364734,"1096 RADAL, QUINTA NORMAL",0,0,0,1,1
-70.7043209460084,-33.5322119721923,"LO ESPEJO & DON RAMON, SAN BERNARDO",0,0,0,1,1
-70.7018749438373,-33.4083005153048,"4014 COSTANERA NORTE, RENCA",0,0,0,1,1
-70.7024874125348,-33.4402255016553,"SAN PABLO & RADAL, QUINTA NORMAL",0,0,0,1,1
-70.7053220864164,-33.5886328205127,"EYZAGUIRRE & FRANCISCO ARANDA, SAN BERNARDO",0,0,0,1,1
-70.7037841194429,-33.5202163406221,"AMERICO VESPUCIO & AUTOPISTA CENTRAL, LO ESPEJO",0,0,0,1,1
-70.7051831182883,-33.5963541063513,"SAN JOSE & FREIRE, SAN BERNARDO",0,0,0,2,2
-70.7018719804991,-33.4401076969417,"4870 SAN PABLO, QUINTA NORMAL",0,0,0,1,1
-70.7014651386772,-33.4330430356988,"EDUARDO CHARME & VARGAS FONTECILLA, QUINTA NORMAL",0,0,0,3,1
-70.7010878293396,-33.4175639878403,"OSCAR CHANKS & MIGUEL DE ATERO, QUINTA NORMAL",0,0,0,1,1
-70.7042449357703,-33.5804322952011,"404 AMERICA, SAN BERNARDO",0,0,0,1,1
-70.7011995219556,-33.4321087899998,"4774 JOSE JOAQUIN PEREZ, QUINTA NORMAL",0,1,0,1,1
-70.7036941132601,-33.5792675444934,"YUNGAY & AMERICA, SAN BERNARDO",0,0,0,1,1
-70.7041573428138,-33.6082989835696,"274 EUCALIPTUS, SAN BERNARDO",0,0,0,1,1
-70.7012783214202,-33.4653396072109,"SAN JOSE & LEON XIII, ESTACION CENTRAL",0,1,0,0,1
-70.7004156187756,-33.4211444112853,"CARRASCAL & AYUNTAMIENTO, QUINTA NORMAL",0,0,0,3,1
-70.7036404535869,-33.5918844205072,"LIBERTADOR BERNARDO O`HIGGINS & FREIRE, SAN BERNARDO",0,0,0,1,1
-70.7006322849166,-33.4559515724436,"4757 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",1,0,0,0,1
-70.7007445942394,-33.4628038186963,"4769 5 DE ABRIL, ESTACION CENTRAL",0,1,0,0,1
-70.699990799711,-33.4252805666758,"SALVADOR GUTIERREZ & SANTIAGO DE URIONA, QUINTA NORMAL",0,0,2,0,1
-70.7007052660643,-33.4629937392374,"5 DE ABRIL & SAN JOSE, ESTACION CENTRAL",0,0,0,1,1
-70.702665888494,-33.5932866042301,"ARTURO PRAT & VICTORIA, SAN BERNARDO",0,1,0,3,3
-70.6988717714178,-33.4070340432704,"3819 DOMINGO SANTA MARIA, RENCA",1,1,0,2,1
-70.7024434103165,-33.5967705979083,"BULNES & SAN JOSE, SAN BERNARDO",0,0,0,1,2
-70.7023101444749,-33.5921822911212,"VICTORIA & LIBERTADOR BERNARDO O`HIGGINS, SAN BERNARDO",0,0,0,1,1
-70.6991673567133,-33.4393151222012,"SAN PABLO & CATAN, QUINTA NORMAL",0,0,0,1,1
-70.6992821856589,-33.4556815080027,"LIBERTADOR BERNARDO O`HIGGINS & PURISIMA, ESTACION CENTRAL",0,1,0,0,1
-70.7018954778879,-33.5952090134626,"COVADONGA & BULNES, SAN BERNARDO",0,0,0,2,2
-70.7020434365414,-33.6142528782788,"MATEO DE TORO Y ZAMBRANO & EL TOPACIO, SAN BERNARDO",0,0,0,0,1
-70.7008344560695,-33.5729942985683,"OCHAGAVIA & LO BLANCO, SAN BERNARDO",0,0,1,0,1
-70.697865545135,-33.4216302600121,"CARRASCAL & GONZALO BULNES, QUINTA NORMAL",0,1,0,0,1
-70.7010121288806,-33.588087953833,"630 FREIRE, SAN BERNARDO",0,0,0,1,1
-70.6977062475986,-33.4211815309857,"GONZALO BULNES & MARIA RAMOS MEJIAS, QUINTA NORMAL",0,0,0,1,1
-70.6985764165596,-33.4685871237712,"JUANA WEBER DE AMUNATEGUI & PADRE JAIME LARRAIN HURTADO, ESTACION CENTRAL",0,0,1,0,1
-70.7009586342814,-33.5924984750151,"BULNES & LIBERTADOR BERNARDO O`HIGGINS, SAN BERNARDO",0,0,0,1,1
-70.698440077079,-33.4654596994915,"PADRE JAIME LARRAIN HURTADO & LEON XIII, ESTACION CENTRAL",0,0,0,2,1
-70.6978272212641,-33.4389907909643,"VICTORINO LAYNEZ & SAN PABLO, QUINTA NORMAL",0,0,0,1,1
-70.7003987478103,-33.5908739206061,"COLON & BULNES, SAN BERNARDO",0,0,1,1,2
-70.6974388201365,-33.4466615529623,"BLANCO GARCES & TOMAS MARIN DE POVEDA, QUINTA NORMAL",0,0,0,1,1
-70.6998221792207,-33.5971854010955,"SAN JOSE & BARROS ARANA, SAN BERNARDO",0,0,0,1,1
-70.698324202363,-33.5234566814062,"CENTRAL & AMERICO VESPUCIO, LO ESPEJO",0,1,0,0,1
-70.6996498507487,-33.5927960213053,"LIBERTADOR BERNARDO O`HIGGINS & JOSE JOAQUIN PEREZ, SAN BERNARDO",0,1,0,1,2
-70.6960752430604,-33.4224754141295,"2190 SANTA FE, QUINTA NORMAL",0,1,0,0,1
-70.6995720871903,-33.607505375915,"ALFONSO DONOSO & PROGRESO, SAN BERNARDO",0,0,0,2,1
-70.6993083782666,-33.5957135150832,"BARROS ARANA & COVADONGA, SAN BERNARDO",0,0,0,0,1
-70.6974807602955,-33.5221696454933,"CENTRAL CARDENAL SILVA HENRIQUEZ & OSA MENOR, LO ESPEJO",0,0,0,1,1
-70.6988738955547,-33.5944389322174,"BARROS ARANA & ARTURO PRAT, SAN BERNARDO",0,1,0,0,1
-70.6955235241834,-33.4261804194561,"LA PLATA & SALVADOR GUTIERREZ, QUINTA NORMAL",0,0,0,1,1
-70.6983320524241,-33.5739394873323,"1500 LO BLANCO, SAN BERNARDO",0,0,0,0,1
-70.699153136827,-33.6185581084625,"PORTALES & GENERAL URRUTIA, SAN BERNARDO",0,1,0,0,1
-70.6959026469477,-33.4550604494419,"LIBERTADOR BERNARDO O`HIGGINS & CONCON, ESTACION CENTRAL",0,0,0,2,2
-70.697192971092,-33.5217677773177,"CENTRAL CARDENAL SILVA HENRIQUEZ & OSA MAYOR, LO ESPEJO",0,0,0,2,1
-70.697037873325,-33.5215444513229,"8162 CENTRAL CARDENAL SILVA HENRIQUEZ, LO ESPEJO",0,0,0,1,1
-70.6984161134814,-33.5930744875873,"LIBERTADOR BERNARDO O`HIGGINS & BARROS ARANA, SAN BERNARDO",0,0,0,1,1
-70.6983359101258,-33.5911818152791,"COLON & PINTO, SAN BERNARDO",1,0,0,0,1
-70.69795773757,-33.5740798943007,"1441 LO BLANCO, EL BOSQUE",0,1,1,0,2
-70.6952391456464,-33.4386564601129,"4439 SAN PABLO, QUINTA NORMAL",0,0,0,1,1
-70.6964838336252,-33.5207404168772,"CENTRAL CARDENAL SILVA HENRIQUEZ & LEBRELES, LO ESPEJO",0,1,0,0,1
-70.6940395327489,-33.4001651149325,"SENADOR JAIME GUZMAN ERRAZURIZ & COLON, RENCA",0,0,0,0,1
-70.6952855256307,-33.4753056050722,"4431 LUIS CRUZ MARTINEZ, ESTACION CENTRAL",0,0,0,1,1
-70.6978707434332,-33.6158252525806,"MATEO DE TORO Y ZAMBRANO & DIEGO PORTALES, SAN BERNARDO",0,0,0,1,1
-70.697383698688,-33.5942790301145,"CONDELL & BAQUEDANO, SAN BERNARDO",0,0,0,0,1
-70.697982115635,-33.62644684599,"FERMIN VIVACETA & CLODOMIRO VALDIVIA, SAN BERNARDO",0,0,0,1,1
-70.6938168002089,-33.423029337264,"4426 CARRASCAL, QUINTA NORMAL",0,1,0,0,1
-70.6956633814105,-33.5195251967228,"PRESIDENTE EDUARDO FREI MONTALVA & CENTRAL CARDENAL SILVA HENRIQUEZ, LO ESPEJO",0,1,0,2,3
-70.696984575514,-33.5915069713033,"COLON & DEMOSTENES RIVERA, SAN BERNARDO",0,0,0,2,1
-70.6968113895731,-33.5826627101499,"SANTA MARTA & GRAN AVENIDA JOSE MIGUEL CARRERA, SAN BERNARDO",0,2,0,0,2
-70.697225880711,-33.6071227698962,"PORTALES & MAESTRANZA, SAN BERNARDO",0,1,0,0,1
-70.6938740406504,-33.4519859404022,"ECUADOR & FRANCISCO JAVIER, ESTACION CENTRAL",0,1,0,0,1
-70.6969213942932,-33.6113834197918,"1520 DIEGO PORTALES, SAN BERNARDO",0,0,0,1,1
-70.6929996683357,-33.4230404954094,"GENERAL BRAYER & CARRASCAL, QUINTA NORMAL",1,0,0,1,2
-70.6962026028767,-33.5906429524677,"COSME GONZALEZ & GABRIELA MISTRAL, SAN BERNARDO",0,0,0,1,1
-70.6936576784235,-33.4685191711424,"TENIENTE BELLO & CAPITAN GALVEZ, ESTACION CENTRAL",0,1,0,0,1
-70.6925659935351,-33.4339403973709,"CORONEL ROBLES & ANDES, QUINTA NORMAL",0,0,0,1,1
-70.6925146523042,-33.4329581154161,"1650 CORONEL ROBLES, QUINTA NORMAL",0,1,0,0,1
-70.6955648593309,-33.5932939616985,"ABRAHAM PRADO MARIN & LA HIJUELA SUR, SAN BERNARDO",0,0,1,0,1
-70.6928244201726,-33.4594222249977,"4260 5 DE ABRIL, ESTACION CENTRAL",0,0,0,1,1
-70.6954004665652,-33.5920517345611,"COLON & ABRAHAM PRADO MARIN, SAN BERNARDO",0,0,0,1,1
-70.6920141729453,-33.4382045136571,"SAN PABLO & WALKER MARTINEZ, QUINTA NORMAL",0,0,0,1,1
-70.692024950051,-33.4393136032791,"SANTO DOMINGO & APOSTOL SANTIAGO, QUINTA NORMAL",0,2,0,1,2
-70.6922469048489,-33.4540643059703,"LIBERTADOR BERNARDO O`HIGGINS & TORO MAZOTTE, ESTACION CENTRAL",0,1,0,0,1
-70.6913631024818,-33.4096347039846,"DOMINGO SANTA MARIA & LAS MORERAS, RENCA",0,0,0,0,1
-70.6952759897274,-33.6115683093393,"PORTALES ORIENTE & EUCALIPTUS, SAN BERNARDO",0,1,0,0,1
-70.6916859025677,-33.4273871614451,"1901 JOAQUIN WALKER MARTINEZ, QUINTA NORMAL",1,1,0,1,1
-70.693332118749,-33.5148135876548,"CENTRAL CARDENAL SILVA HENRIQUEZ & 17 SUR, LO ESPEJO",0,0,0,1,1
-70.6919945009995,-33.4493783045437,"PADRE ALBERTO HURTADO & EL BELLOTO, ESTACION CENTRAL",0,0,0,2,1
-70.6931415927663,-33.5144284150899,"CENTRAL CARDENAL SILVA HENRIQUEZ & 16 SUR, LO ESPEJO",0,1,0,0,1
-70.6943877547326,-33.5793863235977,"GRAN AVENIDA JOSE MIGUEL CARRERA & MEXICO, SAN BERNARDO",0,3,0,0,1
-70.694210307434,-33.5791272317296,"CALDERON DE LA BARCA & GRAN AVENIDA JOSE MIGUEL CARRERA, SAN BERNARDO",0,1,0,0,1
-70.6918514547041,-33.4591830014283,"5 DE ABRIL & SANTA TERESA, ESTACION CENTRAL",0,1,1,0,1
-70.6944371915925,-33.5951400619629,"SAN MARTIN & CONDELL, SAN BERNARDO",0,1,0,0,1
-70.6943515977783,-33.5990279792876,"SAN JOSE & JOSE BESA, SAN BERNARDO",0,0,0,0,1
-70.691431785196,-33.4514240903227,"PADRE ALBERTO HURTADO & ECUADOR, ESTACION CENTRAL",0,0,0,1,1
-70.6921220364103,-33.5062990153327,"CENTRAL CARDENAL SILVA HENRIQUEZ & BUENAVENTURA, LO ESPEJO",0,0,0,1,1
-70.6906172128843,-33.4537979627173,"PADRE ALBERTO HURTADO & LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",2,1,0,0,3
-70.6905763993815,-33.4555750980695,"PADRE ALBERTO HURTADO & MANUEL THOMPSON, ESTACION CENTRAL",1,0,0,0,1
-70.6919558819792,-33.5292793517872,"ASTABURUAGA & 9 DE ENERO, LO ESPEJO",0,0,0,1,1
-70.6916443025736,-33.5143857496889,"PRESIDENTE SALVADOR ALLENDE & 2 ORIENTE, LO ESPEJO",0,0,0,0,1
-70.6906973346599,-33.4656828035767,"4154 PELAYO BEZANILLA, ESTACION CENTRAL",0,0,1,0,1
-70.6903701463689,-33.4493824286454,"EL BELLOTO & LAS ACACIAS, ESTACION CENTRAL",0,1,0,0,1
-70.6888020897246,-33.3717478400796,"IGNACIO CARRERA PINTO & HEROES DE LA CONCEPCION, CONCHALI",0,0,0,1,1
-70.6913972345371,-33.5216035884637,"DIAGONAL LAS TORRES & PRESIDENTE EDUARDO FREI MONTALVA, LO ESPEJO",0,0,0,0,1
-70.6896629346856,-33.4323296621341,"LOPE DE ULLOA & MAPOCHO, QUINTA NORMAL",0,0,0,1,1
-70.6910349846867,-33.5101826237767,"CENTRAL CARDENAL SILVA HENRIQUEZ & 7 SUR, LO ESPEJO",0,0,0,1,1
-70.6923177360735,-33.5798655542094,"CALDERON DE LA BARCA & BARTOLOME FLORES, SAN BERNARDO",0,0,0,1,1
-70.692265992459,-33.5799744779008,"165 CALDERON DE LA BARCA, SAN BERNARDO",0,1,0,1,1
-70.6906096518457,-33.5220742653565,"PRESIDENTE EDUARDO FREI MONTALVA & SANTA ANITA, LO ESPEJO",0,0,1,0,1
-70.6891377410035,-33.459057686958,"PADRE ALBERTO HURTADO & ARICA, ESTACION CENTRAL",0,1,0,2,3
-70.68995865857,-33.5079788635753,"6761 CENTRAL CARDENAL SILVA HENRIQUEZ, LO ESPEJO",0,0,1,0,1
-70.6907416805787,-33.5509753347754,"OCHAGAVIA & EL PILLAN, SAN BERNARDO",0,0,0,1,1
-70.6886035112787,-33.4442661433496,"4040 PORTALES, SANTIAGO",0,0,0,2,2
-70.6887880608857,-33.4548960591192,"OBISPO JAVIER VASQUEZ VALENCIA & NICASIO RETAMALES, ESTACION CENTRAL",0,0,0,1,1
-70.6911350968846,-33.5766803344984,"124 LO BLANCO, EL BOSQUE",0,0,1,0,1
-70.6882923250492,-33.4326459323273,"3888 MAPOCHO, QUINTA NORMAL",0,1,0,0,1
-70.6908856131526,-33.5743841529687,"13125 GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",0,0,0,1,1
-70.6884052397004,-33.4623412601694,"1045 PADRE ALBERTO HURTADO, ESTACION CENTRAL",1,0,0,0,1
-70.6905577523708,-33.5741451466634,"GRAN AVENIDA JOSE MIGUEL CARRERA & LO MORENO, EL BOSQUE",0,0,0,1,1
